+-----+------+------------------+--------------+------------------+-------------------+----------------+
|     |   ID |          Fortune |      Percent |   Cumulative_sum |   Initial_fortune |   Increased_by |
| 281 |  838 |      1.2708e+06  |  0.000808653 |        0.811725  |           4154.4  |    304.893     |
| 282 |  350 |      1.26781e+06 |  0.000806746 |        0.812531  |          14147.9  |     88.611     |
| 283 |  266 |      1.26733e+06 |  0.000806444 |        0.813338  |          36638.2  |     33.5904    |
| 284 |  233 |      1.2671e+06  |  0.000806293 |        0.814144  |          62837.2  |     19.1647    |
| 285 |  188 |      1.25786e+06 |  0.000800416 |        0.814945  |           2400    |    523.108     |
| 286 |  870 |      1.25706e+06 |  0.000799906 |        0.815744  |           2400    |    522.774     |
| 287 |   84 |      1.25399e+06 |  0.000797953 |        0.816542  |           2400    |    521.496     |
| 288 |  689 |      1.25228e+06 |  0.000796868 |        0.817339  |           2400    |    520.785     |
| 289 |  219 |      1.25221e+06 |  0.000796824 |        0.818136  |           2400    |    520.756     |
| 290 |  804 |      1.24749e+06 |  0.000793815 |        0.81893   |           2400    |    518.786     |
| 291 |   87 |      1.24368e+06 |  0.00079139  |        0.819721  |          17326    |     70.7807    |
| 292 |  432 |      1.24289e+06 |  0.000790888 |        0.820512  |          15148.4  |     81.0476    |
| 293 |   39 |      1.24191e+06 |  0.000790264 |        0.821302  |           1824.3  |    679.758     |
| 294 |  539 |      1.24177e+06 |  0.000790178 |        0.822093  |          40107    |     29.9615    |
| 295 |  748 |      1.2402e+06  |  0.000789179 |        0.822882  |          22813.7  |     53.3622    |
| 296 |  833 |      1.23224e+06 |  0.000784111 |        0.823666  |           2400    |    512.432     |
| 297 |  591 |      1.23199e+06 |  0.000783953 |        0.82445   |           2400    |    512.328     |
| 298 |  516 |      1.22998e+06 |  0.000782675 |        0.825233  |          44852.2  |     26.4229    |
| 299 |  249 |      1.22468e+06 |  0.000779301 |        0.826012  |          28695.7  |     41.6782    |
| 300 |  268 |      1.22381e+06 |  0.000778749 |        0.826791  |           2400    |    508.921     |
| 301 |  397 |      1.22145e+06 |  0.000777248 |        0.827568  |          44617.5  |     26.3761    |
| 302 |  556 |      1.21896e+06 |  0.000775665 |        0.828344  |          59485.5  |     19.4918    |
| 303 |  481 |      1.20757e+06 |  0.000768414 |        0.829112  |          18370.7  |     64.7334    |
| 304 |   33 |      1.205e+06   |  0.000766778 |        0.829879  |           2400    |    501.082     |
| 305 |  156 |      1.20488e+06 |  0.000766705 |        0.830645  |           2400    |    501.035     |
| 306 |  640 |      1.1993e+06  |  0.000763149 |        0.831409  |           2400    |    498.706     |
| 307 |  973 |      1.19516e+06 |  0.00076052  |        0.832169  |           2400    |    496.985     |
| 308 |  842 |      1.19416e+06 |  0.000759883 |        0.832929  |          18029    |     65.2356    |
| 309 |  793 |      1.18099e+06 |  0.000751501 |        0.83368   |           5130    |    229.212     |
| 310 |   10 |      1.18091e+06 |  0.000751452 |        0.834432  |          32475.6  |     35.3631    |
| 311 |  576 |      1.17962e+06 |  0.000750629 |        0.835183  |           2400    |    490.508     |
| 312 |  331 |      1.17424e+06 |  0.000747208 |        0.83593   |          34458    |     33.0775    |
| 313 |  592 |      1.17351e+06 |  0.000746743 |        0.836677  |          30174.7  |     37.8907    |
| 314 |  951 |      1.17144e+06 |  0.000745422 |        0.837422  |           9784.85 |    118.719     |
| 315 |  732 |      1.17131e+06 |  0.000745343 |        0.838167  |           2400    |    487.047     |
| 316 |  656 |      1.16891e+06 |  0.000743817 |        0.838911  |          36174.8  |     31.313     |
| 317 |  347 |      1.16785e+06 |  0.000743137 |        0.839654  |           2400    |    485.603     |
| 318 |  673 |      1.1662e+06  |  0.000742087 |        0.840396  |         515556    |      1.26202   |
| 319 |  293 |      1.16259e+06 |  0.000739794 |        0.841136  |           2400    |    483.413     |
| 320 |  330 |      1.16175e+06 |  0.000739257 |        0.841875  |          24165.2  |     47.0753    |
| 321 |  112 |      1.16033e+06 |  0.000738353 |        0.842614  |           2400    |    482.47      |
| 322 |  176 |      1.15248e+06 |  0.000733357 |        0.843347  |           2400    |    479.198     |
| 323 |  572 |      1.14586e+06 |  0.000729148 |        0.844076  |           2400    |    476.443     |
| 324 |  495 |      1.14316e+06 |  0.000727426 |        0.844804  |          30705.9  |     36.2292    |
| 325 |  227 |      1.13038e+06 |  0.000719294 |        0.845523  |          52695.8  |     20.451     |
| 326 |  595 |      1.12791e+06 |  0.000717724 |        0.846241  |          36060    |     30.2787    |
| 327 |  372 |      1.12396e+06 |  0.000715213 |        0.846956  |           2400    |    467.318     |
| 328 |  849 |      1.12203e+06 |  0.000713986 |        0.84767   |          75079.5  |     13.9446    |
| 329 |  388 |      1.12023e+06 |  0.000712841 |        0.848383  |          66750    |     15.7825    |
| 330 |  447 |      1.11789e+06 |  0.000711347 |        0.849094  |           7492.5  |    148.201     |
| 331 |  306 |      1.11755e+06 |  0.000711135 |        0.849805  |          24949.7  |     43.7923    |
| 332 |  914 |      1.11483e+06 |  0.000709405 |        0.850515  |           2400    |    463.515     |
| 333 |  514 |      1.11084e+06 |  0.000706863 |        0.851221  |          41974.5  |     25.4647    |
| 334 |  118 |      1.10545e+06 |  0.000703433 |        0.851925  |           2400    |    459.604     |
| 335 |  174 |      1.10357e+06 |  0.000702238 |        0.852627  |          31763.3  |     33.7436    |
| 336 |  171 |      1.09802e+06 |  0.000698704 |        0.853326  |          19188.4  |     56.2231    |
| 337 |  294 |      1.09352e+06 |  0.000695842 |        0.854022  |          68752.9  |     14.9051    |
| 338 |  312 |      1.09286e+06 |  0.000695421 |        0.854717  |          75079.5  |     13.556     |
| 339 |  929 |      1.0906e+06  |  0.000693983 |        0.855411  |           2400    |    453.416     |
| 340 |  743 |      1.08289e+06 |  0.000689074 |        0.8561    |          40943.2  |     25.4484    |
| 341 |  448 |      1.08179e+06 |  0.000688379 |        0.856789  |         560556    |      0.929859  |
| 342 |   95 |      1.07958e+06 |  0.000686972 |        0.857476  |          54786    |     18.7054    |
| 343 |  401 |      1.07893e+06 |  0.000686557 |        0.858162  |           2400    |    448.554     |
| 344 |  909 |      1.07817e+06 |  0.000686072 |        0.858848  |           2400    |    448.237     |
| 345 |  310 |      1.07677e+06 |  0.00068518  |        0.859533  |          35041.5  |     29.7283    |
| 346 |   25 |      1.0723e+06  |  0.000682335 |        0.860216  |          33824.6  |     30.7017    |
| 347 |  132 |      1.07207e+06 |  0.000682192 |        0.860898  |          24475.4  |     42.8019    |
| 348 |  427 |      1.072e+06   |  0.000682145 |        0.86158   |           2400    |    445.665     |
| 349 |  611 |      1.05922e+06 |  0.000674014 |        0.862254  |          75079.5  |     13.108     |
| 350 |  805 |      1.05492e+06 |  0.000671281 |        0.862925  |          77079.5  |     12.6862    |
| 351 |  641 |      1.05358e+06 |  0.000670428 |        0.863596  |           2400    |    437.993     |
| 352 |  456 |      1.05276e+06 |  0.000669905 |        0.864266  |           2400    |    437.65      |
| 353 |  704 |      1.04879e+06 |  0.000667379 |        0.864933  |           2400    |    435.996     |
| 354 |  502 |      1.04069e+06 |  0.000662222 |        0.865595  |           2400    |    432.619     |
| 355 |  987 |      1.03607e+06 |  0.000659282 |        0.866255  |           2400    |    430.694     |
| 356 |   92 |      1.02968e+06 |  0.00065522  |        0.86691   |          -2600    |   -397.032     |
| 357 |    7 |      1.02319e+06 |  0.000651088 |        0.867561  |          25000.7  |     39.9264    |
| 358 |  947 |      1.02255e+06 |  0.000650679 |        0.868211  |          70673.7  |     13.4686    |
| 359 |  552 |      1.02133e+06 |  0.000649907 |        0.868861  |          62799    |     15.2635    |
| 360 |  369 |      1.01912e+06 |  0.000648498 |        0.86951   |          -2600    |   -392.969     |
| 361 |   76 |      1.01855e+06 |  0.000648133 |        0.870158  |          26860.5  |     36.9198    |
| 362 |   98 |      1.0156e+06  |  0.000646258 |        0.870804  |           2400    |    422.166     |
| 363 |  107 |      1.01539e+06 |  0.000646125 |        0.87145   |          29775.2  |     33.1019    |
| 364 |  164 |      1.00885e+06 |  0.000641965 |        0.872092  |          19444.2  |     50.8844    |
| 365 |  589 |      1.00478e+06 |  0.000639376 |        0.872732  |          40420.5  |     23.8583    |
| 366 |    5 | 998984           |  0.000635685 |        0.873367  |          22776.2  |     42.8608    |
| 367 |    4 | 995750           |  0.000633627 |        0.874001  |          33562.8  |     28.6683    |
| 368 |  996 | 993735           |  0.000632345 |        0.874633  |          36158.2  |     26.4829    |
| 369 |   29 | 978323           |  0.000622538 |        0.875256  |          27658.7  |     34.3713    |
| 370 |  639 | 977057           |  0.000621732 |        0.875878  |          45282    |     20.5772    |
| 371 |  824 | 968901           |  0.000616542 |        0.876494  |          24274    |     38.9152    |
| 372 |  329 | 964441           |  0.000613704 |        0.877108  |           8746.15 |    109.27      |
| 373 |  853 | 961805           |  0.000612027 |        0.87772   |          27128.2  |     34.454     |
| 374 |  368 | 958718           |  0.000610063 |        0.87833   |          12927.3  |     73.1623    |
| 375 |  507 | 957874           |  0.000609526 |        0.87894   |          24509.4  |     38.0819    |
| 376 |  202 | 951667           |  0.000605576 |        0.879545  |          10140.1  |     92.8514    |
| 377 |  680 | 943756           |  0.000600542 |        0.880146  |           2400    |    392.232     |
| 378 |  373 | 940636           |  0.000598556 |        0.880744  |           2400    |    390.931     |
| 379 |  571 | 933134           |  0.000593783 |        0.881338  |           8114.4  |    113.997     |
| 380 |  499 | 931062           |  0.000592464 |        0.88193   |           2400    |    386.942     |
| 381 |  716 | 927063           |  0.00058992  |        0.88252   |           2400    |    385.276     |
| 382 |   28 | 926199           |  0.00058937  |        0.88311   |          26000.8  |     34.6219    |
| 383 |  155 | 924413           |  0.000588233 |        0.883698  |          31079.9  |     28.7431    |
| 384 |  585 | 914683           |  0.000582042 |        0.88428   |          13735.6  |     65.5919    |
| 385 |  756 | 914192           |  0.000581729 |        0.884862  |           2400    |    379.913     |
| 386 |  752 | 913099           |  0.000581034 |        0.885443  |           2400    |    379.458     |
| 387 |  601 | 910312           |  0.000579261 |        0.886022  |           2400    |    378.297     |
| 388 |  489 | 909842           |  0.000578961 |        0.886601  |          -2600    |   -350.939     |
| 389 |  896 | 899672           |  0.00057249  |        0.887174  |           2400    |    373.863     |
| 390 |  976 | 893905           |  0.00056882  |        0.887742  |          28779    |     30.0611    |
| 391 |  279 | 893458           |  0.000568535 |        0.888311  |           2400    |    371.274     |
| 392 |  442 | 889523           |  0.000566031 |        0.888877  |          24557    |     35.2228    |
| 393 |  198 | 886848           |  0.000564329 |        0.889441  |           5540.4  |    159.069     |
| 394 |  942 | 885288           |  0.000563337 |        0.890005  |           2400    |    367.87      |
| 395 |  927 | 884830           |  0.000563045 |        0.890568  |          20072.4  |     43.0819    |
| 396 |  597 | 884684           |  0.000562952 |        0.891131  |           1944    |    454.084     |
| 397 |  596 | 883546           |  0.000562228 |        0.891693  |           2400    |    367.144     |
| 398 |  167 | 875165           |  0.000556895 |        0.89225   |          22577.3  |     37.7629    |
| 399 |  860 | 866152           |  0.00055116  |        0.892801  |          32672    |     25.5106    |
| 400 |  517 | 863819           |  0.000549675 |        0.893351  |          17502    |     48.3555    |
| 401 |  206 | 863662           |  0.000549575 |        0.8939    |          50814    |     15.9965    |
| 402 |  415 | 862166           |  0.000548624 |        0.894449  |           2400    |    358.236     |
| 403 |  904 | 861828           |  0.000548408 |        0.894997  |          21301.5  |     39.4586    |
| 404 |  834 | 859527           |  0.000546944 |        0.895544  |          56495.2  |     14.2141    |
| 405 |  614 | 858813           |  0.00054649  |        0.896091  |           2400    |    356.839     |
| 406 |  615 | 858256           |  0.000546135 |        0.896637  |           2400    |    356.607     |
| 407 |  811 | 853426           |  0.000543062 |        0.89718   |          51308.2  |     15.6333    |
| 408 |   42 | 852295           |  0.000542342 |        0.897722  |           2400    |    354.123     |
| 409 |   57 | 850097           |  0.000540944 |        0.898263  |           2400    |    353.207     |
| 410 |  938 | 849810           |  0.000540761 |        0.898804  |          24659.8  |     33.4613    |
| 411 |  562 | 849430           |  0.000540519 |        0.899344  |          75079.5  |     10.3137    |
| 412 |  949 | 847831           |  0.000539502 |        0.899884  |          16488    |     50.4213    |
| 413 |  863 | 847512           |  0.000539299 |        0.900423  |          24780.5  |     33.2007    |
| 414 |  224 | 846847           |  0.000538875 |        0.900962  |          27881.3  |     29.3732    |
| 415 |  532 | 844246           |  0.000537221 |        0.901499  |          35167.5  |     23.0064    |
| 416 |  229 | 844180           |  0.000537178 |        0.902036  |           2400    |    350.742     |
| 417 |  812 | 843924           |  0.000537016 |        0.902573  |          44082.8  |     18.1441    |
| 418 |  627 | 839815           |  0.000534401 |        0.903108  |          53062.5  |     14.8269    |
| 419 |  980 | 833760           |  0.000530548 |        0.903638  |          10657.8  |     77.2301    |
| 420 |  335 | 831083           |  0.000528844 |        0.904167  |          19886.8  |     40.7907    |
| 421 |  679 | 827910           |  0.000526825 |        0.904694  |          33914.7  |     23.4116    |
| 422 |  733 | 819646           |  0.000521567 |        0.905216  |          31046.8  |     25.4004    |
| 423 |  387 | 817790           |  0.000520385 |        0.905736  |           2400    |    339.746     |
| 424 |  873 | 811957           |  0.000516674 |        0.906253  |           2400    |    337.315     |
| 425 |  332 | 811634           |  0.000516469 |        0.906769  |           2930.4  |    275.971     |
| 426 |  668 | 810191           |  0.00051555  |        0.907285  |           9817.15 |     81.5281    |
| 427 |  395 | 808753           |  0.000514635 |        0.907799  |          29099.4  |     26.7928    |
| 428 |  644 | 801630           |  0.000510103 |        0.908309  |           2400    |    333.013     |
| 429 |  852 | 800245           |  0.000509221 |        0.908819  |          75079.5  |      9.65863   |
| 430 |  986 | 797641           |  0.000507564 |        0.909326  |           2448.9  |    324.714     |
| 431 |  883 | 797313           |  0.000507355 |        0.909834  |           2400    |    331.214     |
| 432 |  978 | 790848           |  0.000503241 |        0.910337  |         560556    |      0.410828  |
| 433 |  385 | 790577           |  0.000503069 |        0.91084   |           2400    |    328.407     |
| 434 |  988 | 788710           |  0.000501881 |        0.911342  |           2400    |    327.629     |
| 435 |  939 | 786630           |  0.000500558 |        0.911842  |          75079.5  |      9.4773    |
| 436 |  628 | 786564           |  0.000500516 |        0.912343  |          55040.2  |     13.2907    |
| 437 |  153 | 786046           |  0.000500186 |        0.912843  |           3864.6  |    202.397     |
| 438 |  903 | 784570           |  0.000499246 |        0.913342  |          28338.7  |     26.6855    |
| 439 |  175 | 784131           |  0.000498968 |        0.913841  |          26479.7  |     28.6125    |
| 440 |  147 | 782951           |  0.000498216 |        0.914339  |          12289.8  |     62.7074    |
| 441 |  290 | 775005           |  0.00049316  |        0.914833  |          35379    |     20.9058    |
| 442 |  960 | 774958           |  0.00049313  |        0.915326  |          36037.5  |     20.5042    |
| 443 |  340 | 771834           |  0.000491142 |        0.915817  |          62339.2  |     11.3812    |
| 444 |  711 | 770709           |  0.000490426 |        0.916307  |          82079.5  |      8.38978   |
| 445 |  478 | 769546           |  0.000489686 |        0.916797  |          48381.8  |     14.9057    |
| 446 |  349 | 767516           |  0.000488395 |        0.917285  |         560556    |      0.369206  |
| 447 |  983 | 759841           |  0.000483511 |        0.917769  |          75079.5  |      9.12048   |
| 448 |    1 | 752704           |  0.000478969 |        0.918248  |          24631.8  |     29.5582    |
| 449 |  364 | 751626           |  0.000478283 |        0.918726  |          -3821.9  |   -197.663     |
| 450 |  261 | 750609           |  0.000477636 |        0.919204  |          82079.5  |      8.14491   |
| 451 |  685 | 749024           |  0.000476628 |        0.91968   |           2400    |    311.093     |
| 452 |  935 | 743775           |  0.000473287 |        0.920154  |           9540.9  |     76.9565    |
| 453 |  137 | 743752           |  0.000473273 |        0.920627  |           2400    |    308.897     |
| 454 |  328 | 743476           |  0.000473097 |        0.9211    |          51669.8  |     13.389     |
| 455 |  747 | 739418           |  0.000470515 |        0.921571  |           2400    |    307.091     |
| 456 |  430 | 734091           |  0.000467125 |        0.922038  |          75079.5  |      8.77751   |
| 457 |  779 | 732423           |  0.000466064 |        0.922504  |           6311.7  |    115.042     |
| 458 |  670 | 727725           |  0.000463074 |        0.922967  |          24486.5  |     28.7195    |
| 459 |  168 | 724610           |  0.000461092 |        0.923428  |          53768.2  |     12.4765    |
| 460 |  928 | 722979           |  0.000460054 |        0.923888  |          26308.8  |     26.4804    |
| 461 |  359 | 722621           |  0.000459827 |        0.924348  |           9728.75 |     73.2769    |
| 462 |  854 | 720879           |  0.000458718 |        0.924807  |           2400    |    299.366     |
| 463 |  922 | 720611           |  0.000458548 |        0.925265  |          10468.2  |     67.8378    |
| 464 |  758 | 713927           |  0.000454294 |        0.925719  |          23734.2  |     29.0801    |
| 465 |   90 | 713800           |  0.000454213 |        0.926174  |          39453.8  |     17.0921    |
| 466 |  259 | 713637           |  0.00045411  |        0.926628  |           1425.6  |    499.587     |
| 467 |  590 | 710901           |  0.000452369 |        0.92708   |          39895.5  |     16.8191    |
| 468 |  634 | 708345           |  0.000450742 |        0.927531  |           2400    |    294.144     |
| 469 |  149 | 707920           |  0.000450472 |        0.927981  |          67215.8  |      9.53206   |
| 470 |  965 | 707463           |  0.000450181 |        0.928431  |          26591.9  |     25.6045    |
| 471 |  709 | 702255           |  0.000446867 |        0.928878  |           1587.6  |    441.337     |
| 472 |  806 | 702062           |  0.000446744 |        0.929325  |           2400    |    291.526     |
| 473 |  178 | 697248           |  0.000443681 |        0.929769  |          69175.7  |      9.07938   |
| 474 |  231 | 694688           |  0.000442052 |        0.930211  |          42561    |     15.3222    |
| 475 |  187 | 691258           |  0.000439869 |        0.930651  |          36336.8  |     18.0237    |
| 476 |   73 | 690794           |  0.000439574 |        0.93109   |         515556    |      0.339901  |
| 477 |  890 | 685230           |  0.000436034 |        0.931526  |           2400    |    284.513     |
| 478 |  106 | 682770           |  0.000434468 |        0.931961  |          19321.8  |     34.3367    |
| 479 |  646 | 681620           |  0.000433737 |        0.932394  |          45810    |     13.8793    |
| 480 |  272 | 676342           |  0.000430378 |        0.932825  |           2400    |    280.809     |
| 481 |  241 | 674294           |  0.000429075 |        0.933254  |           5886.9  |    113.541     |
| 482 |  760 | 672084           |  0.000427668 |        0.933682  |           2400    |    279.035     |
| 483 |  419 | 665214           |  0.000423297 |        0.934105  |           2400    |    276.173     |
| 484 |  915 | 660879           |  0.000420538 |        0.934525  |           2400    |    274.366     |
| 485 |  140 | 655920           |  0.000417382 |        0.934943  |          61932    |      9.59096   |
| 486 |  285 | 653570           |  0.000415887 |        0.935359  |           2400    |    271.321     |
| 487 |  510 | 651273           |  0.000414425 |        0.935773  |          30341.2  |     20.4649    |
| 488 |  408 | 650712           |  0.000414068 |        0.936187  |          75079.5  |      7.66697   |
| 489 |  768 | 648313           |  0.000412542 |        0.9366    |           2400    |    269.13      |
| 490 |  934 | 648236           |  0.000412493 |        0.937012  |          75079.5  |      7.634     |
| 491 |  438 | 646822           |  0.000411593 |        0.937424  |           1844.1  |    349.752     |
| 492 |  835 | 646230           |  0.000411216 |        0.937835  |           4207.5  |    152.59      |
| 493 |  612 | 644374           |  0.000410035 |        0.938245  |           2400    |    267.489     |
| 494 |   83 | 643871           |  0.000409715 |        0.938655  |          47495.2  |     12.5565    |
| 495 |   64 | 643158           |  0.000409262 |        0.939064  |          37761.8  |     16.032     |
| 496 |  857 | 640112           |  0.000407323 |        0.939471  |          44241.8  |     13.4685    |
| 497 |   15 | 639482           |  0.000406923 |        0.939878  |          15995.8  |     38.9781    |
| 498 |  389 | 632160           |  0.000402263 |        0.940281  |          29219.2  |     20.635     |
| 499 |  386 | 626953           |  0.00039895  |        0.94068   |           2400    |    260.23      |
| 500 |   88 | 622474           |  0.0003961   |        0.941076  |          11632.8  |     52.5105    |
| 501 |  441 | 621391           |  0.000395411 |        0.941471  |          33527.9  |     17.5335    |
| 502 |  782 | 616926           |  0.00039257  |        0.941864  |            -77    |  -8013.03      |
| 503 |  133 | 613595           |  0.00039045  |        0.942254  |           2400    |    254.665     |
| 504 |  828 | 612435           |  0.000389712 |        0.942644  |          43666.5  |     13.0253    |
| 505 |   49 | 611303           |  0.000388992 |        0.943033  |           4784.85 |    126.758     |
| 506 |  263 | 608121           |  0.000386966 |        0.94342   |          29353.5  |     19.7171    |
| 507 |  360 | 607452           |  0.000386541 |        0.943806  |          38894.2  |     14.618     |
| 508 |  723 | 603380           |  0.00038395  |        0.94419   |          24712.5  |     23.4159    |
| 509 |  463 | 602549           |  0.000383421 |        0.944574  |           2400    |    250.062     |
| 510 |  794 | 602331           |  0.000383282 |        0.944957  |          36091.5  |     15.689     |
| 511 |  213 | 602208           |  0.000383204 |        0.94534   |           8839.65 |     67.1257    |
| 512 |  339 | 600992           |  0.00038243  |        0.945723  |           2400    |    249.413     |
| 513 |  501 | 598400           |  0.000380781 |        0.946103  |            467.1  |   1280.1       |
| 514 |  172 | 597239           |  0.000380042 |        0.946483  |           2400    |    247.85      |
| 515 |  245 | 595195           |  0.000378741 |        0.946862  |          39391.5  |     14.1097    |
| 516 |  657 | 592429           |  0.000376981 |        0.947239  |           2400    |    245.845     |
| 517 |  246 | 582094           |  0.000370405 |        0.947609  |          40488    |     13.377     |
| 518 |  488 | 577865           |  0.000367714 |        0.947977  |          33149.7  |     16.432     |
| 519 |  677 | 567509           |  0.000361124 |        0.948338  |          61417.5  |      8.24018   |
| 520 |  524 | 566489           |  0.000360475 |        0.948699  |          10936.6  |     50.7975    |
| 521 |  633 | 558033           |  0.000355094 |        0.949054  |          54802.5  |      9.18261   |
| 522 |  410 | 557902           |  0.000355011 |        0.949409  |           2400    |    231.459     |
| 523 |  675 | 556757           |  0.000354282 |        0.949763  |          18856.6  |     28.5258    |
| 524 |  494 | 544326           |  0.000346372 |        0.95011   |          15774    |     33.5079    |
| 525 |  982 | 543139           |  0.000345617 |        0.950455  |           2400    |    225.308     |
| 526 |  738 | 541574           |  0.000344621 |        0.9508    |          38571.8  |     13.0407    |
| 527 |  676 | 523152           |  0.000332898 |        0.951133  |          49940.2  |      9.47556   |
| 528 |  866 | 521661           |  0.000331949 |        0.951465  |          75079.5  |      5.94811   |
| 529 |   36 | 521358           |  0.000331756 |        0.951796  |           2400    |    216.232     |
| 530 |  622 | 518797           |  0.000330127 |        0.952127  |           2400    |    215.165     |
| 531 |  165 | 513758           |  0.000326921 |        0.952453  |           7006.5  |     72.326     |
| 532 |  162 | 511562           |  0.000325523 |        0.952779  |           6082.2  |     83.108     |
| 533 |  457 | 511488           |  0.000325476 |        0.953104  |          18171    |     27.1487    |
| 534 |  777 | 503170           |  0.000320183 |        0.953425  |          61202.2  |      7.22144   |
| 535 |  493 | 501666           |  0.000319226 |        0.953744  |         515556    |     -0.0269413 |
| 536 |  847 | 499713           |  0.000317983 |        0.954062  |          21784.3  |     21.9391    |
| 537 |  531 | 494887           |  0.000314912 |        0.954377  |          60128.2  |      7.23052   |
| 538 |  374 | 494076           |  0.000314396 |        0.954691  |           1504.8  |    327.333     |
| 539 |  797 | 492141           |  0.000313165 |        0.955004  |           2400    |    204.059     |
| 540 |  151 | 482324           |  0.000306918 |        0.955311  |          42934.5  |     10.2339    |
| 541 |  567 | 479928           |  0.000305393 |        0.955617  |          53550    |      7.96224   |
| 542 |  619 | 479555           |  0.000305156 |        0.955922  |          22673.4  |     20.1505    |
| 543 |  356 | 469951           |  0.000299045 |        0.956221  |         560556    |     -0.161634  |
| 544 |  659 | 464737           |  0.000295727 |        0.956517  |          23183.4  |     19.0461    |
| 545 |  256 | 462231           |  0.000294132 |        0.956811  |          19440.8  |     22.7763    |
| 546 |  722 | 460538           |  0.000293055 |        0.957104  |          27025.4  |     16.041     |
| 547 |  654 | 457057           |  0.00029084  |        0.957395  |           2400    |    189.44      |
| 548 |  144 | 457056           |  0.000290839 |        0.957685  |         560556    |     -0.184638  |
| 549 |  274 | 454449           |  0.00028918  |        0.957975  |           2400    |    188.354     |
| 550 |  682 | 451769           |  0.000287475 |        0.958262  |          -2600    |   -174.757     |
| 551 |  327 | 451199           |  0.000287112 |        0.958549  |          27790.4  |     15.2358    |
| 552 |  195 | 450648           |  0.000286762 |        0.958836  |           2400    |    186.77      |
| 553 |  594 | 448356           |  0.000285303 |        0.959121  |           2400    |    185.815     |
| 554 |  974 | 448080           |  0.000285127 |        0.959406  |           2400    |    185.7       |
| 555 |  705 | 448058           |  0.000285114 |        0.959691  |           2400    |    185.691     |
| 556 |   45 | 447403           |  0.000284696 |        0.959976  |          75079.5  |      4.95905   |
| 557 |  851 | 440905           |  0.000280562 |        0.960257  |           2400    |    182.71      |
| 558 |  466 | 439220           |  0.00027949  |        0.960536  |           6702.3  |     64.5328    |
| 559 |  688 | 429557           |  0.000273341 |        0.96081   |           2400    |    177.982     |
| 560 |  992 | 424053           |  0.000269838 |        0.961079  |           2400    |    175.689     |
| 561 |  443 | 423330           |  0.000269378 |        0.961349  |          50096.2  |      7.45033   |
| 562 |  239 | 420278           |  0.000267436 |        0.961616  |           8686.8  |     47.3812    |
| 563 |  678 | 416122           |  0.000264791 |        0.961881  |          13660.9  |     29.4609    |
| 564 |  341 | 412222           |  0.00026231  |        0.962143  |           2400    |    170.759     |
| 565 |  831 | 406058           |  0.000258388 |        0.962402  |           4308.3  |     93.2502    |
| 566 |  933 | 405206           |  0.000257845 |        0.96266   |           2400    |    167.836     |
| 567 |  295 | 403644           |  0.000256851 |        0.962916  |           2400    |    167.185     |
| 568 |  225 | 400154           |  0.000254631 |        0.963171  |          35024.2  |     10.4251    |
| 569 |  205 | 399602           |  0.000254279 |        0.963425  |            938.7  |    424.697     |
| 570 |  204 | 399485           |  0.000254205 |        0.96368   |           2400    |    165.452     |
| 571 |  740 | 399233           |  0.000254045 |        0.963934  |         560556    |     -0.28779   |
| 572 |  786 | 393652           |  0.000250493 |        0.964184  |           2400    |    163.022     |
| 573 |  977 | 390600           |  0.000248551 |        0.964433  |          10897.2  |     34.8441    |
| 574 |   80 | 385116           |  0.000245061 |        0.964678  |           9189.85 |     40.9066    |
| 575 |  143 | 383722           |  0.000244175 |        0.964922  |          12629.8  |     29.3823    |
| 576 |  365 | 382024           |  0.000243094 |        0.965165  |          36871.5  |      9.36095   |
| 577 |  880 | 378327           |  0.000240741 |        0.965406  |           2400    |    156.636     |
| 578 |  554 | 376810           |  0.000239776 |        0.965645  |         515556    |     -0.269118  |
| 579 |  515 | 375783           |  0.000239122 |        0.965885  |           2400    |    155.576     |
| 580 |   89 | 374191           |  0.00023811  |        0.966123  |          23735    |     14.7653    |
| 581 |  148 | 372855           |  0.000237259 |        0.96636   |          20020.5  |     17.6236    |
| 582 |  406 | 365290           |  0.000232446 |        0.966592  |          53627.2  |      5.81165   |
| 583 |  707 | 363177           |  0.000231101 |        0.966824  |           2400    |    150.324     |
| 584 |  342 | 361150           |  0.000229811 |        0.967053  |          39535.5  |      8.13482   |
| 585 |   50 | 360850           |  0.00022962  |        0.967283  |          47192.2  |      6.64638   |
| 586 |  490 | 355520           |  0.000226229 |        0.967509  |           6298.2  |     55.4479    |
| 587 |  991 | 348248           |  0.000221601 |        0.967731  |          17620.2  |     18.7642    |
| 588 |  930 | 336244           |  0.000213963 |        0.967945  |          54287.2  |      5.1938    |
| 589 |  730 | 334114           |  0.000212607 |        0.968157  |          11913.2  |     27.0456    |
| 590 |  216 | 331866           |  0.000211177 |        0.968369  |          38779.5  |      7.55778   |
| 591 |  885 | 329186           |  0.000209472 |        0.968578  |          26436.3  |     11.452     |
| 592 |  242 | 325274           |  0.000206982 |        0.968785  |          13617.5  |     22.8864    |
| 593 |  472 | 320279           |  0.000203804 |        0.968989  |           2088.9  |    152.324     |
| 594 |  720 | 317685           |  0.000202153 |        0.969191  |           9650.55 |     31.9188    |
| 595 |  247 | 315008           |  0.00020045  |        0.969391  |         560556    |     -0.438043  |
| 596 |  911 | 311925           |  0.000198488 |        0.96959   |          25294.8  |     11.3316    |
